Date,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Administered,Administered_Janssen,Administered_Moderna,Administered_Pfizer
9/4/2021,AS,58530,600,15600,42330,56971,545,14237,42188
9/4/2021,VT,1000270,52800,433840,513630,877406,42306,354007,480362
9/4/2021,NV,3784610,184300,1410340,2189970,3236303,146216,1182387,1907678
9/4/2021,AR,3785620,178900,1682340,1924380,2846451,94722,1250413,1499138
9/4/2021,KY,5357075,266500,2354980,2735595,4619502,191542,1957960,2469285
9/4/2021,MA,10579470,444700,4298060,5836710,9527318,324611,3723504,5478985
9/4/2021,PR,4396370,190000,1984120,2222250,4304242,124112,1775173,2404589
9/4/2021,MS,3594175,164600,1503380,1926195,2572157,70805,1076220,1423810
9/4/2021,ID,2059860,100100,850420,1109340,1475577,62288,615606,795907
9/4/2021,NH,2048340,116700,817080,1114560,1700039,78013,680261,941738
9/4/2021,IA,3972415,188700,1616680,2167035,3329288,141836,1352688,1834435
9/4/2021,WY,602635,34000,284880,283755,490488,22201,225204,242831
9/4/2021,ND,865350,36500,348400,480450,705488,31121,289117,385249
9/4/2021,SC,6434605,313300,2757840,3363465,4885894,173339,1936546,2774911
9/4/2021,CA,56163215,2615800,22234660,31312755,48434737,1788112,18820314,27813798
9/4/2021,ME,2052590,103100,879120,1070370,1755264,113823,722255,918381
9/4/2021,MN,7444850,349300,2902840,4192710,6432013,287553,2433635,3709066
9/4/2021,VA2,6348980,522400,3017020,2809560,5562898,210119,2855634,2497135
9/4/2021,GU,215770,19500,74200,122070,218039,7979,75003,135056
9/4/2021,PA,18178055,1067700,7628000,9482355,15536659,624047,6264315,8647611
9/4/2021,CT,5385355,250000,2189400,2945955,4856545,199371,1822622,2833670
9/4/2021,NC,13566510,646500,5481900,7438110,10611359,393310,4063554,6154030
9/4/2021,OH,14191465,655500,5871640,7664325,11699214,486592,4634661,6561059
9/3/2021,FM,80600,10200,68600,1800,66719,11171,54982,566
9/3/2021,VT,996480,52800,433560,510120,876399,42235,353758,479677
9/3/2021,UT,3822260,172400,1507140,2142720,3257065,143595,1253017,1860453
9/3/2021,NJ,13136605,606300,5312440,7217865,11083698,424336,4343707,6315625
9/3/2021,MH,51300,10800,40500,0,38803,1748,37055,0
9/3/2021,RI,1640545,61600,671700,907245,1401425,50841,539346,810638
9/3/2021,AR,3777150,178900,1677380,1920870,2834345,94441,1246372,1491438
9/3/2021,MS,3541975,164600,1493300,1884075,2558339,70462,1072039,1414558
9/3/2021,DE,1472585,65800,595960,810825,1158978,49375,451698,656876
9/3/2021,NC,13501950,646500,5480520,7374930,10578657,392249,4054897,6131047
9/3/2021,VI,102500,900,27680,73920,96185,1329,26620,68236
9/3/2021,ID,2045640,100100,847900,1097640,1471722,62128,614519,793304
9/3/2021,NM,2749235,138500,1189740,1420995,2661367,95485,1136616,1424111
9/3/2021,FL,30646055,1694500,12209920,16741635,25156758,1173494,9597168,14304859
9/3/2021,MD,9480350,440400,3665600,5374350,7645298,289923,2870729,4474660
9/3/2021,RP,29820,3800,20800,5220,29165,2268,23828,3069
9/3/2021,CA,55795425,2615800,22219040,30960585,48331013,1784685,18793654,27740175
9/3/2021,AK,974085,59300,403960,510825,735293,30995,299006,405085
9/3/2021,WI,7043025,318700,2890280,3834045,6511239,264556,2592696,3653144
9/3/2021,MT,1266055,69600,553180,643275,1026843,43985,448267,533844
9/3/2021,PR,4395470,190000,1983220,2222250,4289043,123789,1770913,2393973
9/3/2021,SC,6407445,313300,2756420,3337725,4866121,172818,1930603,2761602
9/3/2021,MO,7440415,311400,2992120,4136895,5987742,198876,2202606,3585523
9/3/2021,KY,5308755,266500,2348780,2693475,4603112,190920,1951481,2460005
9/3/2021,AZ,9466190,431000,3925020,5110170,7855715,278526,3236714,4329206
9/3/2021,NV,3753490,184300,1409640,2159550,3228433,145924,1180854,1901634
9/3/2021,CT,5369695,250000,2185440,2934255,4848365,199090,1820108,2828287
9/3/2021,GA,13519905,599200,5627240,7293465,9945905,262115,4068127,5609510
9/3/2021,US,447619715,21491400,181509920,244599045,373516809,14460971,146379359,212319148
9/3/2021,IA,3953415,188700,1616400,2148315,3323092,141668,1351112,1829983
9/3/2021,OR,6277165,310200,2577940,3389025,5004802,205341,1918076,2877933
9/3/2021,BP2,227940,10600,95660,121680,217965,10779,88106,119080
9/3/2021,VA2,6348980,522400,3017020,2809560,5555200,209466,2851731,2493994
9/3/2021,OK,4760250,222300,2076840,2461110,3873018,115442,1645008,2112366
9/3/2021,IH2,1997535,74700,988560,934275,1578340,30588,805150,742602
9/3/2021,NY,27746285,1253900,11091720,15400665,24560320,1076014,9390235,14085920
9/3/2021,GU,215770,19500,74200,122070,217090,7834,74894,134361
9/3/2021,MP,79080,2600,20200,56280,67369,742,9140,57487
9/3/2021,DC,1175815,54400,460140,661275,951538,30147,365512,555452
9/3/2021,MI,12971450,651800,5438220,6881430,10234537,358740,4071498,5802767
9/3/2021,TN,7985020,367800,3211540,4405680,6393080,199460,2496293,3671778
9/3/2021,IN,7790010,427500,3050640,4311870,6459436,244217,2438974,3752964
9/3/2021,HI,2157550,81700,861960,1213890,1793910,44620,608230,1047292
9/3/2021,WY,594275,34000,283540,276735,488883,22112,224665,241854
9/3/2021,LTC,92192055,2474700,27138420,62578935,7938162,28302,2024645,5878059
9/3/2021,CO,7901915,340300,3218140,4343475,6866075,256467,2751406,3853692
9/3/2021,MA,10547090,444700,4291420,5810970,9513175,324204,3720036,5468717
9/3/2021,ME,2040410,103100,878640,1058670,1752289,113625,721344,916517
9/3/2021,PA,18100875,1067700,7625700,9407475,15505628,623079,6254806,8627057
9/3/2021,NH,2044690,116700,816940,1111050,1698614,77965,679991,940631
9/3/2021,AL,6259550,281300,2813580,3164670,4178419,134156,1866277,2177980
9/3/2021,DD2,4746470,193300,1872520,2680650,4995578,203407,1916455,2874359
9/3/2021,LA,5391040,238100,2309240,2843700,4246530,153062,1811388,2280747
9/3/2021,ND,855590,36500,338640,480450,702933,30971,288600,383362
9/3/2021,KS,3619635,173500,1511660,1934475,2936000,102428,1189898,1642740
9/3/2021,VA,11948205,545400,4603260,6799545,10300371,378643,3796217,6122092
9/3/2021,WA,10687255,495000,4287460,5904795,9562131,405827,3692254,5457570
9/3/2021,OH,14135335,655500,5865820,7614015,11680216,485620,4629852,6547885
9/3/2021,SD,1092605,59400,481640,551565,910032,30860,378539,500557
9/3/2021,AS,58530,600,15600,42330,56896,545,14226,42124
9/3/2021,NE,2392350,108100,932840,1351410,2079984,76472,791600,1207639
9/3/2021,WV,2835755,110200,1150720,1574835,1518554,40248,690345,787599
9/3/2021,TX,39045675,1894600,15300680,21850395,30455377,1201622,11802510,17450410
9/3/2021,MN,7403940,349300,2898200,4156440,6417931,287186,2430509,3698487
9/3/2021,IL,17010035,850700,6571740,9587595,14727028,532923,5456930,8719571
9/2/2021,OK,4731970,222300,2053240,2456430,3859158,115128,1640795,2103035
9/2/2021,KS,3600765,173500,1505660,1921605,2928561,102165,1188112,1637354
9/2/2021,RP,29820,3800,20800,5220,29007,2256,23828,2923
9/2/2021,ID,2039480,100100,846420,1092960,1466935,61834,613204,790146
9/2/2021,TN,7902690,367800,3188880,4346010,6369444,198946,2489048,3656117
9/2/2021,VT,996340,52800,433420,510120,875335,42187,353423,478997
9/2/2021,AK,963195,59300,394240,509655,733429,30875,298470,403877
9/2/2021,MT,1260985,69600,551620,639765,1026579,43977,448184,533673
9/2/2021,US,445672595,21491400,181053380,243108465,372116617,14420976,145967563,211373074
9/2/2021,IN,7724340,427500,3044640,4252200,6447041,243724,2435717,3744369
9/2/2021,MS,3509735,164600,1470420,1874715,2495829,69912,1059935,1364709
9/2/2021,IL,16954285,850700,6559280,9544305,14698120,531824,5450208,8698581
9/2/2021,DC,1174045,54400,459540,660105,950386,30139,365217,554603
9/2/2021,MI,12951770,651800,5432580,6867390,10219092,358165,4066993,5792405
9/2/2021,NM,2735075,138500,1182600,1413975,2654443,95313,1134393,1419602
9/2/2021,NJ,13132355,606300,5335100,7190955,11050405,423376,4334729,6292270
9/2/2021,MA,10527670,444700,4293060,5789910,9498168,323539,3716082,5458329
9/2/2021,MH,51300,10800,40500,0,38565,1616,36949,0
9/2/2021,IH2,1996715,74700,987740,934275,1574812,30460,804189,740163
9/2/2021,MO,7402975,311400,2982760,4108815,5972539,198560,2198594,3574655
9/2/2021,CO,7874275,340300,3206880,4327095,6838786,255252,2743384,3835690
9/2/2021,DD2,4739170,193300,1865220,2680650,4961722,200804,1909726,2849908
9/2/2021,UT,3802480,172400,1503740,2126340,3247610,143387,1251162,1853061
9/2/2021,NY,27631465,1253900,11056460,15321105,24491810,1074237,9370813,14038779
9/2/2021,VA,11902455,545400,4598460,6758595,10277952,377795,3791116,6105639
9/2/2021,GA,13447665,599200,5608820,7239645,9883793,260756,4045346,5571737
9/2/2021,FL,30540205,1694500,12180120,16665585,25072227,1171511,9570144,14250015
9/2/2021,NH,2036690,116700,815960,1104030,1687622,77294,677026,933277
9/2/2021,OH,14088925,655500,5860360,7573065,11654346,484572,4623862,6529101
9/2/2021,NE,2383620,108100,929960,1345560,2074696,76361,790587,1203494
9/2/2021,SD,1089005,59400,480380,549225,907402,30739,377873,498753
9/2/2021,PR,4394770,190000,1982520,2222250,4271096,123320,1765233,2382178
9/2/2021,LA,5393570,238100,2312940,2842530,4209058,152407,1801070,2254262
9/2/2021,WY,590695,34000,282300,274395,487373,22018,224187,240916
9/2/2021,WI,7015675,318700,2880480,3816495,6495993,263631,2589305,3642221
9/2/2021,NV,3738020,184300,1409380,2144340,3219810,145586,1179088,1895115
9/2/2021,AL,6218000,281300,2798940,3137760,4158442,133790,1858812,2165836
9/2/2021,CA,55588935,2615800,22156460,30816675,48220341,1781144,18764692,27662017
9/2/2021,AR,3759640,178900,1665720,1915020,2822186,94206,1242822,1483172
9/2/2021,MD,9460350,440400,3661980,5357970,7614991,289179,2862277,4453634
9/2/2021,AS,58530,600,15600,42330,55576,545,13681,41349
9/2/2021,OR,6265365,310200,2568480,3386685,4982271,203750,1912335,2862765
9/2/2021,KY,5260065,266500,2329340,2664225,4585627,190350,1945663,2448913
9/2/2021,MP,79080,2600,20200,56280,67033,738,9107,57188
9/2/2021,WV,2703135,110200,1146800,1446135,1516591,40145,689775,786312
9/2/2021,CT,5358265,250000,2184540,2923725,4839352,198745,1817616,2822121
9/2/2021,SC,6377565,313300,2752280,3311985,4845846,172428,1925324,2746996
9/2/2021,RI,1641345,61600,672500,907245,1398472,50742,538551,808585
9/2/2021,DE,1466655,65800,595880,804975,1156347,49303,450774,655250
9/2/2021,HI,2146860,81700,857120,1208040,1787222,44291,607314,1041849
9/2/2021,PA,18004925,1067700,7626860,9310365,15473377,621833,6244707,8606152
9/2/2021,ND,852850,36500,338240,478110,700560,30852,288122,381586
9/2/2021,BP2,227240,10600,94960,121680,217876,10777,88090,119009
9/2/2021,AZ,9424740,431000,3917500,5076240,7602465,273708,3146248,4171578
9/2/2021,IA,3944165,188700,1610660,2144805,3315438,141489,1349420,1824200
9/2/2021,MN,7356810,349300,2894360,4113150,6403934,286812,2427420,3687967
9/2/2021,VA2,6346880,522400,3014920,2809560,5547590,208748,2848044,2490789
9/2/2021,VI,102500,900,27680,73920,95716,1321,26562,67833
9/2/2021,TX,38853955,1894600,15244680,21714675,30362085,1199329,11773685,17388237
9/2/2021,GU,215770,19500,74200,122070,216899,7764,74812,134322
9/2/2021,NC,13431040,646500,5466940,7317600,10525501,391274,4038665,6095099
9/2/2021,FM,80600,10200,68600,1800,66122,11093,54468,561
9/2/2021,WA,10635495,495000,4277820,5862675,9537041,404905,3685622,5440043
9/2/2021,LTC,91288255,2474700,27128500,61685055,7935386,28262,2023851,5876117
9/2/2021,ME,2039500,103100,878900,1057500,1748970,113458,720264,914456
9/1/2021,AK,957905,59300,390120,508485,731751,30781,297981,402786
9/1/2021,IN,7708290,427500,3032100,4248690,6431733,243120,2432181,3733262
9/1/2021,NV,3725240,184300,1398940,2142000,3213855,145330,1177702,1890804
9/1/2021,TX,38703765,1894600,15156500,21652665,30268539,1197157,11745585,17324970
9/1/2021,VA2,6343090,522400,3014640,2806050,5540563,208140,2844984,2487430
9/1/2021,CA,55399765,2615800,22010580,30773385,48109850,1777389,18736632,27583352
9/1/2021,CT,5342535,250000,2174660,2917875,4839090,198674,1817580,2821966
9/1/2021,IL,16917965,850700,6537000,9530265,14667774,530747,5443640,8675972
9/1/2021,SD,1087405,59400,478780,549225,905184,30637,377337,497173
9/1/2021,CO,7847735,340300,3185020,4322415,6838077,255159,2743104,3835355
9/1/2021,IA,3942025,188700,1608520,2144805,3311071,141361,1348357,1821024
9/1/2021,VT,993820,52800,430900,510120,874375,42142,353202,478303
9/1/2021,SC,6348075,313300,2733320,3301455,4826648,171941,1919322,2734288
9/1/2021,KY,5225825,266500,2304460,2654865,4569505,189898,1940081,2438830
9/1/2021,OR,6249385,310200,2552500,3386685,4982093,203734,1912277,2862661
9/1/2021,RP,29820,3800,20800,5220,29007,2256,23828,2923
9/1/2021,NC,13316030,646500,5432660,7236870,10495776,390218,4030720,6074375
9/1/2021,MS,3507395,164600,1470420,1872375,2495659,69905,1059834,1364647
9/1/2021,ND,851680,36500,338240,476940,697825,30722,287661,379442
9/1/2021,HI,2137250,81700,851020,1204530,1786080,44282,607230,1040800
9/1/2021,LA,5388890,238100,2312940,2837850,4208862,152395,1800925,2254223
9/1/2021,UT,3792870,172400,1495300,2125170,3247507,143375,1251094,1853038
9/1/2021,MH,51300,10800,40500,0,38565,1616,36949,0
9/1/2021,NE,2368020,108100,923720,1336200,2066086,75966,788348,1197542
9/1/2021,AL,6151970,281300,2752800,3117870,4139337,133542,1851688,2154103
9/1/2021,GU,215770,19500,74200,122070,215586,7462,74591,133532
9/1/2021,IH2,1968965,74700,982220,912045,1572017,30409,803463,738145
9/1/2021,LTC,90861455,2474700,27101840,61284915,7934593,28241,2023416,5875780
9/1/2021,DD2,4698220,193300,1865220,2639700,4934785,199083,1903455,2830992
9/1/2021,PA,17916445,1067700,7568800,9279945,15439653,620541,6235824,8582603
9/1/2021,RI,1640305,61600,671460,907245,1395677,50665,537746,806675
9/1/2021,NM,2724015,138500,1180900,1404615,2648064,95069,1132409,1415486
9/1/2021,MO,7338695,311400,2972300,4054995,5958297,198258,2194358,3564952
9/1/2021,WV,2632075,110200,1138920,1382955,1515162,40061,689403,785347
9/1/2021,TN,7833300,367800,3167460,4298040,6343480,198050,2481011,3639305
9/1/2021,FL,30429075,1694500,12119300,16615275,24977541,1169661,9541822,14186220
9/1/2021,BP2,227240,10600,94960,121680,216673,10594,87636,118443
9/1/2021,AS,58530,600,15600,42330,55576,545,13681,41349
9/1/2021,PR,4376130,190000,1963880,2222250,4252724,122775,1760514,2369071
9/1/2021,MN,7334660,349300,2882740,4102620,6388832,286310,2422957,3677843
9/1/2021,VI,102500,900,27680,73920,95444,1318,26534,67592
9/1/2021,OK,4724010,222300,2049960,2451750,3844902,114714,1636681,2093310
9/1/2021,WI,6990805,318700,2868480,3803625,6480244,262929,2586155,3630324
9/1/2021,US,443741705,21491400,179973080,242257875,371280129,14392613,145736021,210798052
9/1/2021,MI,12917690,651800,5400840,6865050,10202077,357406,4062644,5780504
9/1/2021,AZ,9374070,431000,3884380,5058690,7588261,272982,3141838,4162586
9/1/2021,ME,2028880,103100,872960,1052820,1745507,113287,719306,912131
9/1/2021,ID,2027040,100100,841000,1085940,1462996,61624,612105,787529
9/1/2021,MA,10496790,444700,4278560,5773530,9484059,322975,3712373,5448493
9/1/2021,KS,3585815,173500,1498900,1913415,2919234,101837,1185497,1630976
9/1/2021,AR,3751860,178900,1660280,1912680,2809381,93956,1238600,1474940
9/1/2021,VA,11873855,545400,4576880,6751575,10259067,376961,3785844,6092869
9/1/2021,NH,2028740,116700,809180,1102860,1686698,77285,676951,932437
9/1/2021,MT,1256235,69600,550380,636255,1022304,43776,446925,530869
9/1/2021,MP,79080,2600,20200,56280,67033,738,9107,57188
9/1/2021,DC,1166135,54400,457480,654255,948637,30092,364736,553383
9/1/2021,WY,587255,34000,281200,272055,478529,21273,220133,236875
9/1/2021,MD,9414140,440400,3647360,5326380,7614236,289167,2862002,4453167
9/1/2021,NJ,13091145,606300,5304420,7180425,11030025,422500,4327829,6279666
9/1/2021,GA,13297595,599200,5579260,7119135,9882512,260705,4044997,5570857
9/1/2021,WA,10584535,495000,4240900,5848635,9516325,403970,3681005,5424902
9/1/2021,DE,1461995,65800,591220,804975,1153782,49231,450028,653516
9/1/2021,FM,80600,10200,68600,1800,66122,11093,54468,561
9/1/2021,OH,14029975,655500,5809600,7564875,11653997,484552,4623736,6528900
9/1/2021,NY,27518855,1253900,10968420,15296535,24428883,1072305,9356997,13991672
8/31/2021,MD,9322080,440400,3644220,5237460,7597489,288709,2857388,4441530
8/31/2021,VI,102500,900,27680,73920,95128,1313,26506,67309
8/31/2021,ME,2027230,103100,872480,1051650,1743118,113127,718654,910563
8/31/2021,AS,58530,600,15600,42330,55576,545,13681,41349
8/31/2021,RP,29820,3800,20800,5220,29007,2256,23828,2923
8/31/2021,WV,2561775,110200,1108400,1343175,1514115,39979,689000,784785
8/31/2021,MI,12871020,651800,5383420,6835800,10187046,356686,4058975,5769863
8/31/2021,TN,7799390,367800,3141740,4289850,6322024,197507,2474561,3625068
8/31/2021,PA,17853915,1067700,7554240,9231975,15403600,618656,6226813,8557457
8/31/2021,GU,215770,19500,74200,122070,215475,7410,74548,133516
8/31/2021,FM,80600,10200,68600,1800,65766,10989,54227,550
8/31/2021,UT,3754840,172400,1493540,2088900,3228943,142918,1247510,1838515
8/31/2021,MA,10462360,444700,4264020,5753640,9472140,322307,3709151,5440465
8/31/2021,DD2,4429120,193300,1865220,2370600,4909678,197915,1896141,2814381
8/31/2021,IN,7671610,427500,3018820,4225290,6419371,242635,2429493,3724121
8/31/2021,AL,6127400,281300,2752800,3093300,4136247,133457,1849987,2152799
8/31/2021,IA,3863075,188700,1605620,2068755,3305699,141166,1347054,1817283
8/31/2021,ND,845400,36500,336640,472260,697759,30718,287631,379410
8/31/2021,WI,6955945,318700,2854680,3782565,6469278,262569,2583761,3622115
8/31/2021,PR,4375710,190000,1963460,2222250,4238431,122483,1757229,2358355
8/31/2021,IH2,1961585,74700,974840,912045,1567315,30324,802262,734729
8/31/2021,OR,6216825,310200,2529300,3377325,4972756,202898,1909919,2856543
8/31/2021,LTC,90253785,2474700,26728800,61050285,7933595,28221,2022878,5875340
8/31/2021,WY,586155,34000,280100,272055,478281,21251,219969,236813
8/31/2021,MH,51300,10800,40500,0,38153,1466,36687,0
8/31/2021,LA,5387580,238100,2312800,2836680,4194618,152318,1795915,2245066
8/31/2021,SC,6322035,313300,2721320,3287415,4812642,171402,1914723,2725421
8/31/2021,US,441332155,21491400,179296300,240525105,370212027,14358641,145447491,210054512
8/31/2021,NY,27434895,1253900,10957000,15223995,24370206,1070016,9344139,13948253
8/31/2021,OH,13995685,655500,5795200,7544985,11631364,483634,4618850,6512122
8/31/2021,VA,11823105,545400,4567080,6710625,10240407,376373,3781239,6079409
8/31/2021,DC,1151295,54400,456680,640215,947110,30068,364359,552257
8/31/2021,CA,54948675,2615800,21974840,30358035,48012379,1773484,18711488,27514945
8/31/2021,MP,79080,2600,20200,56280,66868,732,9103,57033
8/31/2021,CO,7830075,340300,3183740,4306035,6823463,254303,2739206,3825519
8/31/2021,MO,7319555,311400,2953160,4054995,5946002,197949,2190865,3556463
8/31/2021,DE,1457035,65800,590940,800295,1152144,49173,449586,652385
8/31/2021,AZ,9336690,431000,3858700,5046990,7573202,272228,3137248,4152942
8/31/2021,GA,13206095,599200,5508820,7098075,9718567,257837,3993353,5461756
8/31/2021,NJ,13072255,606300,5293720,7172235,11005081,421099,4321138,6262814
8/31/2021,AK,933585,59300,389200,485085,730407,30684,297646,401874
8/31/2021,MT,1254345,69600,549660,635085,1022081,43772,446823,530753
8/31/2021,NM,2699065,138500,1171160,1389405,2642572,94884,1130481,1412135
8/31/2021,MN,7310020,349300,2874480,4086240,6378868,285930,2420995,3670237
8/31/2021,OK,4709150,222300,2046800,2440050,3829308,114220,1632166,2082726
8/31/2021,FL,30261905,1694500,12049240,16518165,24897414,1168315,9519386,14130512
8/31/2021,BP2,225930,10600,94820,120510,216635,10593,87631,118411
8/31/2021,AR,3733940,178900,1658740,1896300,2795401,93676,1234811,1465113
8/31/2021,IL,16779635,850700,6477060,9451875,14635816,529776,5437625,8651093
8/31/2021,WA,10534125,495000,4226760,5812365,9498458,402732,3677028,5412272
8/31/2021,NC,13273770,646500,5420820,7206450,10467556,389316,4023288,6054489
8/31/2021,VA2,6343090,522400,3014640,2806050,5534091,207501,2842327,2484254
8/31/2021,KY,5195315,266500,2293840,2634975,4554273,189275,1935487,2428818
8/31/2021,KS,3569815,173500,1492260,1904055,2912590,101597,1183764,1626311
8/31/2021,VT,983900,52800,430340,500760,874010,42119,353116,478047
8/31/2021,HI,2107300,81700,850320,1175280,1782176,44076,606620,1037713
8/31/2021,CT,5305485,250000,2169200,2886285,4822787,198055,1813095,2810782
8/31/2021,NH,2026120,116700,808900,1100520,1685080,77201,676746,931108
8/31/2021,RI,1637175,61600,669500,906075,1393434,50527,537152,805171
8/31/2021,TX,38432925,1894600,15072860,21465465,30165551,1195142,11716533,17253052
8/31/2021,SD,1082595,59400,477480,545715,899563,30462,376155,492909
8/31/2021,NE,2351770,108100,922680,1320990,2065945,75951,788328,1197436
8/31/2021,MS,3495695,164600,1470420,1860675,2447529,69358,1045690,1331218
8/31/2021,ID,2019330,100100,839140,1080090,1459471,61501,611166,785080
8/31/2021,NV,3709740,184300,1392800,2132640,3206423,145008,1176302,1885095
8/30/2021,NH,2024810,116700,808760,1099350,1683810,77142,676578,930065
8/30/2021,TX,38263505,1894600,15025120,21343785,30093382,1193431,11694253,17204874
8/30/2021,ID,2000310,100100,829480,1070730,1458728,61476,610937,784593
8/30/2021,NY,27285115,1253900,10947620,15083595,24328502,1068680,9335638,13916457
8/30/2021,AZ,9328230,431000,3854920,5042310,7563719,271974,3134747,4146227
8/30/2021,BP2,225930,10600,94820,120510,216627,10593,87629,118405
8/30/2021,GA,13169995,599200,5482080,7088715,9718255,257837,3993147,5461650
8/30/2021,NJ,13033275,606300,5259420,7167555,10985291,420285,4316317,6248659
8/30/2021,KS,3569115,173500,1491560,1904055,2908342,101570,1182797,1623059
8/30/2021,MA,10443890,444700,4258420,5740770,9462566,321871,3705637,5434841
8/30/2021,RP,29820,3800,20800,5220,28757,2245,23828,2684
8/30/2021,RI,1632545,61600,668380,902565,1391907,50508,536774,804044
8/30/2021,PR,4371510,190000,1959260,2222250,4233402,122431,1755888,2354719
8/30/2021,IH2,1957615,74700,972040,910875,1566509,30308,802030,734171
8/30/2021,MI,12860840,651800,5375580,6833460,10179797,356589,4057368,5764320
8/30/2021,MP,79080,2600,20200,56280,66514,724,9075,56715
8/30/2021,AL,6102130,281300,2752100,3068730,4112942,133282,1842529,2137127
8/30/2021,US,440026945,21484400,178860380,239662815,369556911,14345660,145280750,209579682
8/30/2021,WV,2522945,110200,1070740,1342005,1513136,39922,688719,784144
8/30/2021,WA,10522145,495000,4226480,5800665,9488087,402601,3674637,5404423
8/30/2021,SD,1082595,59400,477480,545715,899312,30456,376138,492681
8/30/2021,MT,1241825,69600,541820,630405,1019280,43686,446065,528796
8/30/2021,DD2,4420220,186300,1863320,2370600,4894377,197033,1890643,2805460
8/30/2021,FM,80600,10200,68600,1800,65387,10904,53963,520
8/30/2021,MH,51300,10800,40500,0,38153,1466,36687,0
8/30/2021,NC,13180460,646500,5417600,7116360,10451571,389153,4018866,6043089
8/30/2021,VI,102200,900,27380,73920,94650,1306,26453,66891
8/30/2021,NV,3708620,184300,1391680,2132640,3201118,144970,1175385,1880745
8/30/2021,SC,6237295,313300,2699760,3224235,4802506,171251,1911252,2718907
8/30/2021,WI,6944765,318700,2852860,3773205,6463614,262510,2582610,3617661
8/30/2021,MN,7290320,349300,2873500,4067520,6373869,285763,2420141,3666261
8/30/2021,VT,982590,52800,430200,499590,873437,42087,352987,477635
8/30/2021,DC,1146665,54400,455560,636705,946378,30062,364166,551724
8/30/2021,IL,16742615,850700,6461100,9430815,14576306,529299,5431562,8598180
8/30/2021,NM,2690895,138500,1164160,1388235,2639769,94849,1129519,1410332
8/30/2021,VA2,6317050,522400,2988600,2806050,5534076,207496,2842318,2484253
8/30/2021,AK,930085,59300,385700,485085,729517,30678,297449,401187
8/30/2021,HI,2102860,81700,848220,1172940,1780457,43978,606369,1036343
8/30/2021,WY,582835,34000,279120,269715,474150,21037,218532,234335
8/30/2021,AR,3727630,178900,1655940,1892790,2791499,93660,1233229,1462810
8/30/2021,CT,5299035,250000,2166260,2882775,4817190,197851,1811549,2806935
8/30/2021,NE,2350510,108100,921420,1320990,2059293,75911,787100,1192054
8/30/2021,UT,3743030,172400,1482900,2087730,3228876,142918,1247443,1838515
8/30/2021,TN,7788450,367800,3137820,4282830,6260512,196354,2458321,3581220
8/30/2021,ND,845260,36500,336500,472260,697494,30717,287602,379175
8/30/2021,OR,6180935,310200,2527340,3343395,4968108,202730,1908933,2853057
8/30/2021,OK,4704850,222300,2044840,2437710,3821801,114210,1630190,2077205
8/30/2021,CA,54835645,2615800,21895740,30324105,47959156,1772832,18698273,27475589
8/30/2021,DE,1455445,65800,590520,799125,1150781,49157,449194,651430
8/30/2021,PA,17818045,1060700,7540580,9216765,15388826,618213,6223182,8546757
8/30/2021,GU,215770,19500,74200,122070,215308,7334,74497,133476
8/30/2021,VA,11739685,545400,4558540,6635745,10224691,375987,3777481,6067838
8/30/2021,FL,30191905,1694500,12028380,16469025,24835051,1167798,9498625,14089491
8/30/2021,ME,2026060,103100,872480,1050480,1735465,112748,716688,905258
8/30/2021,MO,7312035,311400,2947980,4052655,5934851,197932,2186846,3549348
8/30/2021,LA,5375600,238100,2312520,2824980,4194577,152316,1795881,2245061
8/30/2021,KY,5186525,266500,2290900,2629125,4547219,189252,1933327,2423947
8/30/2021,MS,3493545,164600,1469440,1859505,2447416,69357,1045647,1331149
8/30/2021,OH,13978195,655500,5790580,7532115,11621032,483497,4616936,6503845
8/30/2021,AS,58530,600,15600,42330,55576,545,13681,41349
8/30/2021,IN,7651830,427500,3013080,4211250,6411517,242561,2427822,3718027
8/30/2021,LTC,89896265,2474700,26544440,60877125,7932102,28179,2021911,5874856
8/30/2021,IA,3861625,188700,1605340,2067585,3289402,140775,1343964,1804467
8/30/2021,CO,7821665,340300,3178840,4302525,6812935,254007,2736462,3818040
8/30/2021,MD,9306230,440400,3638900,5226930,7584022,288318,2853770,4432101
8/29/2021,NV,3708620,184300,1391680,2132640,3191664,144883,1173673,1873090
8/29/2021,NC,13180460,646500,5417600,7116360,10428500,388599,4013154,6026284
8/29/2021,AL,6102830,281300,2752800,3068730,4097445,133218,1837194,2127029
8/29/2021,MA,10443890,444700,4258420,5740770,9448906,321333,3700901,5426455
8/29/2021,RP,29820,3800,20800,5220,28757,2245,23828,2684
8/29/2021,MD,9306230,440400,3638900,5226930,7574963,288220,2851394,4425520
8/29/2021,ID,2000310,100100,829480,1070730,1455970,61383,610204,782663
8/29/2021,PA,17818045,1060700,7540580,9216765,15365996,617414,6217353,8530556
8/29/2021,KY,5186665,266500,2291040,2629125,4534547,189086,1929264,2415505
8/29/2021,DC,1146665,54400,455560,636705,944619,30046,363791,550356
8/29/2021,NM,2690895,138500,1164160,1388235,2635135,94738,1128206,1407125
8/29/2021,MT,1241825,69600,541820,630405,1019130,43685,446016,528696
8/29/2021,NJ,13033275,606300,5259420,7167555,10969246,419891,4312341,6236984
8/29/2021,SC,6237995,313300,2700460,3224235,4784703,170918,1905415,2707274
